number,name,status
695,– Type Parameter Syntax,
694,– Upload 2.0 API for Python Package Repositories,
691,– JSON-based Simple API for Python Package Indexes,
689,– Unstable C API tier,
693,– Python 3.12 Release Schedule,
692,– Using TypedDict for more precise **kwargs typing,
690,– Lazy Imports,
688,– Making the buffer protocol accessible in Python,
687,– Isolating modules in the standard library,
686,– Make UTF-8 mode default,
683,"– Immortal Objects, Using a Fixed Refcount",
685,– Comparison of extra names for optional distribution dependencies,
682,– Format Specifier for Signed Zero,
684,– A Per-Interpreter GIL,
681,– Data Class Transforms,
680,– tomllib: Support for Parsing TOML in the Standard Library,
679,– Allow parentheses in assert statements,
678,– Enriching Exceptions with Notes,
676,– PEP Infrastructure Process,
677,– Callable Type Syntax,
675,– Arbitrary Literal String Type,
672,– Unicode-related Security Considerations for Python,
673,– Self Type,
674,– Disallow using macros as l-values,
671,– Syntax for late-bound function argument defaults,
670,– Convert macros to functions in the Python C API,
669,– Low Impact Monitoring for CPython,
667,– Consistent views of namespaces,
666,– Reject Foolish Indentation,
668,– Marking Python base environments as “externally managed”,
665,– A file format to list Python dependencies for reproducibility of an application,
664,– Python 3.11 Release Schedule,
659,– Specializing Adaptive Interpreter,
660,– Editable installs for pyproject.toml based builds (wheel based),
663,"– Standardizing Enum str(), repr(), and format() behaviors",
658,– Serve Distribution Metadata in the Simple Repository API,
661,– Sentinel Values,
662,– Editable installs via virtual wheels,
656,– Platform Tag for Linux Distributions Using Musl,
657,– Include Fine Grained Error Locations in Tracebacks,
655,– Marking individual TypedDict items as required or potentially-missing,
654,– Exception Groups and except*,
653,– Precise Semantics for Pattern Matching,
652,– Maintaining the Stable ABI,
651,– Robust Stack Overflow Handling,
650,– Specifying Installer Requirements for Python Projects,
649,– Deferred Evaluation Of Annotations Using Descriptors,
648,– Extensible customizations of the interpreter at startup,
647,– User-Defined Type Guards,
646,– Variadic Generics,
645,– Allow writing optional types as ,
644,– Require OpenSSL 1.1.1 or newer,
640,– Unused variable syntax,
641,– Using an underscore in the version portion of Python 3.10 compatibility tags,
642,– Explicit Pattern Syntax for Structural Pattern Matching,
643,– Metadata for Package Source Distributions,
639,– Improving License Clarity with Better Package Metadata,
636,– Structural Pattern Matching: Tutorial,
637,– Support for indexing with keyword arguments,
638,– Syntactic Macros,
635,– Structural Pattern Matching: Motivation and Rationale,
634,– Structural Pattern Matching: Specification,
633,– Dependency specification in pyproject.toml using an exploded TOML table,
632,– Deprecate distutils module,
631,– Dependency specification in pyproject.toml based on PEP 508,
630,– Isolating Extension Modules,
628,– Add ,
629,– Versioning PyPI’s Simple API,
627,– Recording installed projects,
625,– Filename of a Source Distribution,
626,– Precise line numbers for debugging and other tools.,
624,– Remove Py_UNICODE encoder APIs,
623,– Remove wstr from Unicode,
621,– Storing project metadata in pyproject.toml,
622,– Structural Pattern Matching,
620,– Hide implementation details from the C API,
618,– Add Optional Length-Checking To zip,
619,– Python 3.10 Release Schedule,
617,– New PEG parser for CPython,
614,– Relaxing Grammar Restrictions On Decorators,
616,– String methods to remove prefixes and suffixes,
615,– Support for the IANA Time Zone Database in the Standard Library,
613,– Explicit Type Aliases,
611,– The one million limit,
612,– Parameter Specification Variables,
609,– Python Packaging Authority (PyPA) Governance,
610,– Recording the Direct URL Origin of installed distributions,
608,– Coordinated Python release,
607,– Reducing CPython’s Feature Delivery Latency,
606,– Python Compatibility Version,
604,– Allow writing union types as ,
605,– A rolling feature release stream for CPython,
603,– Adding a frozenmap type to collections,
602,– Annual Release Cycle for Python,
599,– The manylinux2014 Platform Tag,
601,– Forbid return/break/continue breaking out of finally,
600,– Future ‘manylinux’ Platform Tags for Portable Linux Built Distributions,
598,– Introducing incremental feature releases,
597,– Add optional EncodingWarning,
596,– Python 3.9 Release Schedule,
595,– Improving bugs.python.org,
593,– Flexible function and variable annotations,
592,– Adding “Yank” Support to the Simple API,
594,– Removing dead batteries from the standard library,
591,– Adding a final qualifier to typing,
588,– GitHub Issues Migration Plan,
589,– TypedDict: Type Hints for Dictionaries with a Fixed Set of Keys,
590,– Vectorcall: a fast calling protocol for CPython,
587,– Python Initialization Configuration,
585,– Type Hinting Generics In Standard Collections,
586,– Literal Types,
584,– Add Union Operators To dict,
583,– A Concurrency Memory Model for Python,
581,– Using GitHub Issues for CPython,
582,– Python local packages directory,
580,– The C call protocol,
579,– Refactoring C functions and methods,
578,– Python Runtime Audit Hooks,
577,– Augmented Assignment Expressions,
576,– Rationalize Built-in function classes,
575,– Unifying function/method classes,
569,– Python 3.8 Release Schedule,
574,– Pickle protocol 5 with out-of-band data,
573,– Module State Access from C Extension Methods,
571,– The manylinux2010 Platform Tag,
572,– Assignment Expressions,
570,– Python Positional-Only Parameters,
568,– Generator-sensitivity for Context Variables,
566,– Metadata for Python Software Packages 2.1,
567,– Context Variables,
564,– Add new time functions with nanosecond resolution,
565,– Show DeprecationWarning in __main__,
563,– Postponed Evaluation of Annotations,
562,– Module __getattr__ and __dir__,
561,– Distributing and Packaging Type Information,
560,– Core support for typing module and generic types,
559,– Built-in noop(),
558,– Defined semantics for locals(),
557,– Data Classes,
555,– Context-local variables (contextvars),
553,– Built-in breakpoint(),
556,– Threaded garbage collection,
554,– Multiple Interpreters in the Stdlib,
552,– Deterministic pycs,
547,– Running extension modules using the -m option,
548,– More Flexible Loop Control,
551,– Security transparency in the Python runtime,
550,– Execution Context,
549,– Instance Descriptors,
546,– Backport ssl.MemoryBIO and ssl.SSLObject to Python 2.7,
545,– Python Documentation Translations,
544,– Protocols: Structural subtyping (static duck typing),
543,– A Unified TLS API for Python,
542,– Dot Notation Assignment In Function Header,
540,– Add a new UTF-8 Mode,
541,– Package Index Name Retention,
539,– A New C-API for Thread-Local Storage in CPython,
538,– Coercing the legacy C locale to a UTF-8 based locale,
537,– Python 3.7 Release Schedule,
536,– Final Grammar for Literal String Interpolation,
535,– Rich comparison chaining,
534,– Improved Errors for Missing Standard Library Modules,
533,– Deterministic cleanup for iterators,
531,– Existence checking operators,
532,– A circuit breaking protocol and binary operators,
529,– Change Windows filesystem encoding to UTF-8,
530,– Asynchronous Comprehensions,
528,– Change Windows console encoding to UTF-8,
527,– Removing Un(der)used file types/extensions on PyPI,
526,– Syntax for Variable Annotations,
523,– Adding a frame evaluation API to CPython,
524,– Make os.urandom() blocking on Linux,
521,– Managing global context via ‘with’ blocks in generators and coroutines,
525,– Asynchronous Generators,
522,– Allow BlockingIOError in security sensitive APIs,
515,– Underscores in Numeric Literals,
520,– Preserving Class Attribute Definition Order,
519,– Adding a file system path protocol,
516,– Build system abstraction for pip/conda etc,
517,– A build-system independent format for source trees,
518,– Specifying Minimum Build System Requirements for Python Projects,
514,– Python registration in the Windows registry,
513,– A Platform Tag for Portable Linux Built Distributions,
512,– Migrating from hg.python.org to GitHub,
511,– API for code transformers,
510,– Specialize functions with guards,
509,– Add a private version to dict,
506,– Adding A Secrets Module To The Standard Library,
508,– Dependency specification for Python Software Packages,
507,– Migrate CPython to Git and GitLab,
505,– None-aware operators,
504,– Using the System RNG by default,
503,– Simple Repository API,
501,– General purpose string interpolation,
502,– String Interpolation - Extended Discussion,
499,– ,
500,– A protocol for delegating datetime methods to their tzinfo implementations,
498,– Literal String Interpolation,
497,– A standard mechanism for backward compatibility,
496,– Environment Markers,
494,– Python 3.6 Release Schedule,
495,– Local Time Disambiguation,
493,– HTTPS verification migration tools for Python 2.7,
491,– The Wheel Binary Package Format 1.9,
492,– Coroutines with async and await syntax,
490,– Chain exceptions at C level,
489,– Multi-phase extension module initialization,
488,– Elimination of PYO files,
486,– Make the Python Launcher aware of virtual environments,
485,– A Function for testing approximate equality,
487,– Simpler customisation of class creation,
483,– The Theory of Type Hints,
484,– Type Hints,
481,"– Migrate CPython to Git, Github, and Phabricator",
482,– Literature Overview for Type Hints,
480,– Surviving a Compromise of PyPI: End-to-end signing of packages,
478,– Python 3.5 Release Schedule,
479,– Change StopIteration handling inside generators,
477,– Backport ensurepip (PEP 453) to Python 2.7,
476,– Enabling certificate verification by default for stdlib http clients,
474,– Creating forge.python.org,
475,– Retry system calls failing with EINTR,
473,– Adding structured data to built-in exceptions,
472,– Support for indexing with keyword arguments,
471,– os.scandir() function – a better and faster directory iterator,
470,– Removing External Hosting Support on PyPI,
467,– Minor API improvements for binary sequences,
469,– Migration of dict iteration code to Python 3,
468,– Preserving the order of **kwargs in a function.,
466,– Network Security Enhancements for Python 2.7.x,
464,– Removal of the PyPI Mirror Authenticity API,
465,– A dedicated infix operator for matrix multiplication,
463,– Exception-catching expressions,
462,– Core development workflow automation for CPython,
461,– Adding % formatting to bytes and bytearray,
460,– Add binary interpolation and formatting,
459,– Standard Metadata Extensions for Python Software Packages,
457,– Notation For Positional-Only Parameters,
456,– Secure and interchangeable hash algorithm,
458,– Secure PyPI downloads with signed repository metadata,
455,– Adding a key-transforming dictionary to collections,
454,– Add a new tracemalloc module to trace Python memory allocations,
453,– Explicit bootstrapping of pip in Python installations,
452,– API for Cryptographic Hash Functions v2.0,
451,– A ModuleSpec Type for the Import System,
450,– Adding A Statistics Module To The Standard Library,
449,– Removal of the PyPI Mirror Auto Discovery and Naming Scheme,
448,– Additional Unpacking Generalizations,
447,– Add __getdescriptor__ method to metaclass,
445,– Add new APIs to customize Python memory allocators,
446,– Make newly created file descriptors non-inheritable,
444,– Python Web3 Interface,
443,– Single-dispatch generic functions,
440,– Version Identification and Dependency Specification,
441,– Improving Python ZIP Application Support,
442,– Safe object finalization,
439,– Inclusion of implicit pip bootstrap in Python installation,
438,– Transitioning to release-file hosting on PyPI,
435,– Adding an Enum type to the Python standard library,
437,"– A DSL for specifying signatures, annotations and argument converters",
436,– The Argument Clinic DSL,
434,– IDLE Enhancement Exception for All Branches,
433,– Easier suppression of file descriptor inheritance,
432,– Restructuring the CPython startup sequence,
431,– Time zone support improvements,
429,– Python 3.4 Release Schedule,
428,– The pathlib module – object-oriented filesystem paths,
430,– Migrating to Python 3 as the default online documentation,
427,– The Wheel Binary Package Format 1.0,
425,– Compatibility Tags for Built Distributions,
426,– Metadata for Python Software Packages 2.0,
423,– Naming conventions and recipes related to packaging,
424,– A method for exposing a length hint,
422,– Simpler customisation of class creation,
421,– Adding sys.implementation,
419,– Protecting cleanup statements from interruptions,
420,– Implicit Namespace Packages,
418,"– Add monotonic time, performance counter, and process time functions",
416,– Add a frozendict builtin type,
417,– Including mock in the Standard Library,
415,– Implement context suppression with exception attributes,
414,– Explicit Unicode Literal for Python 3.3,
412,– Key-Sharing Dictionary,
413,– Faster evolution of the Python Standard Library,
411,– Provisional packages in the Python standard library,
409,– Suppressing exception context,
410,– Use decimal.Decimal type for timestamps,
407,– New release cycle and introducing long-term support versions,
408,– Standard library __preview__ package,
406,– Improved Encapsulation of Import State,
405,– Python Virtual Environments,
404,– Python 2.8 Un-release Schedule,
403,– General purpose decorator clause (aka “@in” clause),
402,– Simplified Package Layout and Partitioning,
401,– BDFL Retirement,
400,– Deprecate codecs.StreamReader and codecs.StreamWriter,
399,– Pure Python/C Accelerator Module Compatibility Requirements,
398,– Python 3.3 Release Schedule,
397,– Python launcher for Windows,
396,– Module Version Numbers,
395,– Qualified Names for Modules,
394,– The “python” Command on Unix-Like Systems,
392,– Python 3.2 Release Schedule,
393,– Flexible String Representation,
391,– Dictionary-Based Configuration For Logging,
389,– argparse - New Command Line Parsing Module,
390,– Static metadata for Distutils,
386,– Changing the version comparison module in Distutils,
387,– Backwards Compatibility Policy,
385,– Migrating from Subversion to Mercurial,
384,– Defining a Stable ABI,
382,– Namespace Packages,
381,– Mirroring infrastructure for PyPI,
383,– Non-decodable Bytes in System Character Interfaces,
380,– Syntax for Delegating to a Subgenerator,
379,– Adding an Assignment Expression,
378,– Format Specifier for Thousands Separator,
377,– Allow __enter__() methods to skip the statement body,
376,– Database of Installed Python Distributions,
375,– Python 3.1 Release Schedule,
374,– Choosing a distributed VCS for the Python project,
373,– Python 2.7 Release Schedule,
372,– Adding an ordered dictionary to collections,
370,– Per user site-packages directory,
371,– Addition of the multiprocessing package to the standard library,
369,– Post import hooks,
367,– New Super,
368,– Standard image protocol and class,
365,– Adding the pkg_resources module,
366,– Main module explicit relative imports,
364,– Transitioning to the Py3K Standard Library,
363,– Syntax For Dynamic Attribute Access,
362,– Function Signature Object,
361,– Python 2.6 and 3.0 Release Schedule,
360,– Externally Maintained Packages,
358,– The “bytes” Object,
359,– The “make” Statement,
357,– Allowing Any Object to be Used for Slicing,
356,– Python 2.5 Release Schedule,
354,– Enumerations in Python,
355,– Path - Object oriented filesystem paths,
353,– Using ssize_t as the index type,
352,– Required Superclass for Exceptions,
351,– The freeze protocol,
348,– Exception Reorganization for Python 3.0,
350,– Codetags,
349,– Allow str() to return unicode strings,
346,– User Defined (”,
344,– Exception Chaining and Embedded Tracebacks,
345,– Metadata for Python Software Packages 1.2,
343,– The “with” Statement,
342,– Coroutines via Enhanced Generators,
341,– Unifying try-except and try-finally,
340,– Anonymous Block Statements,
339,– Design of the CPython Compiler,
338,– Executing modules as scripts,
347,– Migrating the Python CVS to Subversion,
337,– Logging Usage in the Standard Library,
336,– Make None Callable,
335,– Overloadable Boolean Operators,
334,– Simple Coroutines via SuspendIteration,
332,– Byte vectors and String/Unicode Unification,
333,– Python Web Server Gateway Interface v1.0,
331,– Locale-Independent Float/String Conversions,
330,– Python Bytecode Verification,
328,– Imports: Multi-Line and Absolute/Relative,
327,– Decimal Data Type,
326,– A Case for Top and Bottom Values,
325,– Resource-Release Support for Generators,
322,– Reverse Iteration,
323,– Copyable Iterators,
329,– Treating Builtins as Constants in the Standard Library,
324,– subprocess - New process module,
321,– Date/Time Parsing and Formatting,
318,– Decorators for Functions and Methods,
320,– Python 2.4 Release Schedule,
319,– Python Synchronize/Asynchronize Block,
317,– Eliminate Implicit Exception Instantiation,
314,– Metadata for Python Software Packages 1.1,
316,– Programming by Contract for Python,
315,– Enhanced While Loop,
313,– Adding Roman Numeral Literals to Python,
311,– Simplified Global Interpreter Lock Acquisition for Extensions,
312,– Simple Implicit Lambda,
310,– Reliable Acquisition/Release Pairs,
309,– Partial Function Application,
308,– Conditional Expressions,
307,– Extensions to the pickle protocol,
306,– How to Change Python’s Grammar,
305,– CSV File API,
304,– Controlling Generation of Bytecode Files,
303,– Extend divmod() for Multiple Divisors,
301,– Package Index and Metadata for Distutils,Either “success” or “fail”.
302,– New Import Hooks,
299,– Special __main__() function in modules,
295,– Interpretation of multiline string constants,
298,– The Locked Buffer Interface,
294,– Type Names in the types Module,
297,– Support for System Upgrades,
296,– Adding a bytes Object Type,
293,– Codec Error Handling Callbacks,
292,– Simpler String Substitutions,
291,– Backward Compatibility for the Python 2 Standard Library,
290,– Code Migration and Modernization,
289,– Generator Expressions,
288,– Generators Attributes and Exceptions,
287,– reStructuredText Docstring Format,
286,– Enhanced Argument Tuples,
285,– Adding a bool type,
284,– Integer for-loops,
282,– A Logging System,
281,– Loop Counter Iteration with range and xrange,
280,– Optimizing access to globals,
279,– The enumerate() built-in function,
283,– Python 2.3 Release Schedule,
278,– Universal Newline Support,
275,– Switching on Multiple Values,
277,– Unicode file name support for Windows NT,
276,– Simple Iterator for ints,
274,– Dict Comprehensions,
273,– Import Modules from Zip Archives,
272,– API for Block Encryption Algorithms v1.0,
271,– Prefixing sys.path by command line option,
270,– uniq method for list objects,
269,– Pgen Module for Python,
268,– Extended HTTP functionality and WebDAV,
267,– Optimized Access to Module Namespaces,
266,– Optimizing Global Variable/Attribute Access,
264,– Future statements in simulated shells,
265,– Sorting Dictionaries by Value,
263,– Defining Python Source Code Encodings,
262,– A Database of Installed Python Packages,
260,– Simplify xrange(),
261,– Support for “wide” Unicode characters,
259,– Omit printing newline after newline,
258,– Docutils Design Specification,
257,– Docstring Conventions,
256,– Docstring Processing System Framework,
255,– Simple Generators,
254,– Making Classes Look More Like Types,
253,– Subtyping Built-in Types,
252,– Making Types Look More Like Classes,
251,– Python 2.2 Release Schedule,
250,– Using site-packages on Windows,
249,– Python Database API Specification v2.0,
248,– Python Database API Specification v1.0,
247,– API for Cryptographic Hash Functions,
246,– Object Adaptation,
245,– Python Interface Syntax,
243,– Module Repository Upload Mechanism,
242,– Numeric Kinds,
244,– The ,
241,– Metadata for Python Software Packages,
240,– Adding a Rational Literal to Python,
239,– Adding a Rational Type to Python,
238,– Changing the Division Operator,
237,– Unifying Long Integers and Integers,
236,– Back to the __future__,
235,– Import on Case-Insensitive Platforms,
233,– Python Online Help,
232,– Function Attributes,
234,– Iterators,
230,– Warning Framework,
231,– __findattr__(),
229,– Using Distutils to Build Python,
228,– Reworking Python’s Numeric Model,
227,– Statically Nested Scopes,
226,– Python 2.1 Release Schedule,
225,– Elementwise/Objectwise Operators,
223,– Change the Meaning of ,
224,– Attribute Docstrings,
222,– Web Library Enhancements,
220,"– Coroutines, Generators, Continuations",
221,– Import As,
219,– Stackless Python,
218,– Adding a Built-In Set Object Type,
217,– Display Hook for Interactive Use,
215,– String Interpolation,
216,– Docstring Format,
214,– Extended Print Statement,
212,– Loop Counter Iteration,
211,– Adding A New Outer Product Operator,
213,– Attribute Access Handlers,
210,– Decoupling the Interpreter Loop,
209,– Multi-dimensional Arrays,
208,– Reworking the Coercion Model,
206,– Python Advanced Library,
207,– Rich Comparisons,
10,– Voting Guidelines,
9,– Sample Plaintext PEP Template,
7,– Style Guide for C Code,
6,– Bug Fix Releases,
8,– Style Guide for Python Code,
11,– CPython platform support,
4,– Deprecation of Standard Modules,
5,– Guidelines for Language Evolution,
2,– Procedure for Adding New Modules,
3,– Guidelines for Handling Bug Reports,
